Name|Phone|Review Count|Foody Link|Category|District|City
Yamamoto Mattcha Cafe Premium - Saigon Centre||59|https://www.foody.vn/ho-chi-minh/yamamoto-mattcha-cafe-premium-saigon-centre|Café/Dessert|Quận 1|TP. HCM
Bánh Đa Trộn Badar - Lê Văn Sỹ|0908453838, 0973592735|41|https://www.foody.vn/ho-chi-minh/banh-da-tron-badar-le-van-sy|Ăn vặt/vỉa hè|Quận Phú Nhuận|TP. HCM
Chụyy Quán - Món Quảng|0946264506, 0902628734|55|https://www.foody.vn/ho-chi-minh/chuyy-quan-mon-quang|Quán ăn|Quận 3|TP. HCM
Bột Chiên Ông Ba - Vĩnh Khánh|0924119695|5|https://www.foody.vn/ho-chi-minh/bot-chien-ong-ba-vinh-khanh|Ăn vặt/vỉa hè|Quận 4|TP. HCM
Layla - Eatery & Bar||13|https://www.foody.vn/ho-chi-minh/layla-eatery-bar|Quán ăn,|Quận 1|TP. HCM
Meet Fresh - Phan Xích Long|1900588899(ưutiên), 0938442555|17|https://www.foody.vn/ho-chi-minh/meet-fresh-phan-xich-long|Café/Dessert|Quận Phú Nhuận|TP. HCM
Bún Riêu Cua Ốc & Canh Bún||1|https://www.foody.vn/ho-chi-minh/bun-rieu-cua-oc-canh-bun|Quán ăn|Quận Bình Thạnh|TP. HCM
Bami Cô Bống - Bánh Mì Chảo & Pate Chiên|0986078181, 0987693131|217|https://www.foody.vn/ho-chi-minh/bami-co-bong-banh-mi-chao-pate-chien|Quán ăn|Quận 3|TP. HCM
Beefsteak Only - Hàn Thuyên|(08)39485531, 0908901100, 0902430037|24|https://www.foody.vn/ho-chi-minh/beefsteak-only-han-thuyen|Quán ăn|Quận Thủ Đức|TP. HCM
Xì Trum Quán - Lê Thị Hồng||13|https://www.foody.vn/ho-chi-minh/xi-trum-quan-le-thi-hong|Ăn vặt/vỉa hè|Quận Gò Vấp|TP. HCM
Hoàng Yến Cuisine - Ngô Đức Kế|(08)38231101|16|https://www.foody.vn/ho-chi-minh/hoang-yen-cuisine-ngo-duc-ke|Nhà hàng|Quận 1|TP. HCM
Cháo Hến Rau Đắng|0903080033|6|https://www.foody.vn/ho-chi-minh/chao-hen-rau-dang|Quán ăn|Quận 10|TP. HCM
Phở Cồ Nam Định|0942666127|6|https://www.foody.vn/ho-chi-minh/pho-co-nam-dinh|Quán ăn|Quận Tân Bình|TP. HCM
Koi Thé Café - Ngô Đức Kế|19002042, (08)38216668|533|https://www.foody.vn/ho-chi-minh/koi-the-cafe-viet-nam-ngo-duc-ke|Café/Dessert|Quận 1|TP. HCM
Koi Thé Café - Saigon Garden|19002042, (08)38215586|159|https://www.foody.vn/ho-chi-minh/koi-the-cafe-viet-nam-saigon-garden|Café/Dessert|Quận 1|TP. HCM
Thủy Nguyên Cafe|(08)38448453, 0908042889|2|https://www.foody.vn/ho-chi-minh/thuy-nguyen-cafe|Café/Dessert|Quận Tân Bình|TP. HCM
Bowl Fruits - Trái Cây Tô|01207577767|1|https://www.foody.vn/ho-chi-minh/bowl-fruits-trai-cay-to|Ăn vặt/vỉa hè|Quận Gò Vấp|TP. HCM
Debear Cafe|0919188911|20|https://www.foody.vn/ho-chi-minh/debear-cafe|Café/Dessert|Quận Tân Bình|TP. HCM
The Coffee House - Cao Thắng|(08)73039079, (08)38181566, 0919651565|403|https://www.foody.vn/ho-chi-minh/the-coffee-house-cao-thang|Café/Dessert|Quận 3|TP. HCM
Poke Saigon|0931863262, 0902474388|24|https://www.foody.vn/ho-chi-minh/poke-saigon-fish-salad|Nhà hàng|Quận 1|TP. HCM
Cake Boutique Star Kitchen||8|https://www.foody.vn/ho-chi-minh/cake-boutique-star-kitchen|Tiệm bánh|Quận 1|TP. HCM
Ilop Plus Coffee|0964402222|1|https://www.foody.vn/ho-chi-minh/ilop-plus-coffee|Café/Dessert|Quận 2|TP. HCM
Top Coffee||3|https://www.foody.vn/ho-chi-minh/top-coffee|Café/Dessert|Quận 4|TP. HCM
Hana BBQ & Hot Pot Buffet - Phan Văn Trị||93|https://www.foody.vn/ho-chi-minh/hana-bbq-hot-pot-buffet-phan-van-tri|Buffet|Quận Gò Vấp|TP. HCM
Ốc Siêu|0915453137|11|https://www.foody.vn/ho-chi-minh/oc-sieu|Quán ăn|Quận Thủ Đức|TP. HCM
Choice Hotpot - Buffet Lẩu Nhật|(08)38296274|69|https://www.foody.vn/ho-chi-minh/choice-hotpot-buffet-lau-nhat|Nhà hàng|Quận 1|TP. HCM
Zeytun Restaurant||2|https://www.foody.vn/ho-chi-minh/zeytun-restaurant|Nhà hàng|Quận 1|TP. HCM
Phở Khô Hồng Gia Lai - Đồng Nai|0916023458|59|https://www.foody.vn/ho-chi-minh/pho-hong-phan-xich-long-pho-kho-gia-lai-phan-xich-long|Quán ăn|Quận 10|TP. HCM
Caztus Coffee - Nguyễn Thị Minh Khai|(08)66787497|323|https://www.foody.vn/ho-chi-minh/caztus-coffee-nguyen-thi-minh-khai|Café/Dessert|Quận 1|TP. HCM
H2O Yogurt & Cafe||225|https://www.foody.vn/ho-chi-minh/h2o-yogurt-cafe|Café/Dessert|Quận 3|TP. HCM
Joy Bak Kut Teh - Sườn Trà Singapore|0907800079|28|https://www.foody.vn/ho-chi-minh/joy-bak-kut-teh-suon-tra-singapore|Quán ăn,|Quận 10|TP. HCM
Lotteria - Parkson Lê Thánh Tôn|(08)38277584|9|https://www.foody.vn/ho-chi-minh/lotteria-parkson-le-thanh-ton|Nhà hàng|Quận 1|TP. HCM
Highlands Coffee - Nam Kỳ Khởi Nghĩa|(08)39147676, 0946039666|62|https://www.foody.vn/ho-chi-minh/highlands-coffee-nam-ky-khoi-nghia|Café/Dessert|Quận 1|TP. HCM
Moss Kafé - Đường 3 Tháng 2|0934022988, 0931820676|62|https://www.foody.vn/ho-chi-minh/mosskafe-duong-3-thang-2|Café/Dessert|Quận 10|TP. HCM
Buffet Béo 99k||21|https://www.foody.vn/ho-chi-minh/buffet-beo-99k|Buffet|Quận 9|TP. HCM
Hotpot Story - Aeon Mall Bình Tân||14|https://www.foody.vn/ho-chi-minh/hotpot-story-aeon-mall-binh-tan|Nhà hàng,|Quận Bình Tân|TP. HCM
Ốc Số 9 - Ốc Bươu Nhồi Thịt|0913194196|15|https://www.foody.vn/ho-chi-minh/oc-so-9|Quán ăn|Quận 1|TP. HCM
Tiệm Bánh Bia Bơ||58|https://www.foody.vn/ho-chi-minh/tiem-banh-bia-bo|Café/Dessert,|Quận 1|TP. HCM
Coco Bana Ice Cream|0932609771|2|https://www.foody.vn/ho-chi-minh/coco-bana-ice-cream|Café/Dessert|Nhà Bè|TP. HCM
Dalat Foods - Bánh Tráng Nướng & Bánh Căn|0918634961|29|https://www.foody.vn/ho-chi-minh/dalat-foods-nguyen-van-nguyen|Quán ăn|Quận 1|TP. HCM
Chicks On The Fly - Asiana Food Town|(028)38381881, 01283669366|10|https://www.foody.vn/ho-chi-minh/chicks-on-the-fly-asiana-food-town|Quán ăn|Quận 1|TP. HCM
Liên Lục Địa Cafe & Cơm Tấm - Cống Quỳnh|(08)39253253|122|https://www.foody.vn/ho-chi-minh/lien-luc-dia-cafe|Café/Dessert|Quận 1|TP. HCM
Le Resto - Món Pháp Giá Việt|(08)66854999|84|https://www.foody.vn/ho-chi-minh/nha-hang-phap-le-resto-mon-phap-gia-viet|Nhà hàng|Quận 3|TP. HCM
Ốc Liên 20k - Bàu Cát 8||4|https://www.foody.vn/ho-chi-minh/oc-lien-20k-bau-cat-8|Quán nhậu|Quận Tân Bình|TP. HCM
The Dough Pizza & Mee||5|https://www.foody.vn/ho-chi-minh/the-dough-pizza-mee|Quán ăn|Quận 10|TP. HCM
Phở Ky||1|https://www.foody.vn/ho-chi-minh/pho-ky|Quán ăn|Quận 12|TP. HCM
Nhà Hàng Chay Đóa Sen Vàng - Tân Phú|(08)54342682|16|https://www.foody.vn/ho-chi-minh/com-chay-doa-sen-vang-tan-phu|Quán ăn|Quận Tân Phú|TP. HCM
No.96 - Quán 96 Lẩu & Nướng|01232309696, 0908083702, 0908132616|284|https://www.foody.vn/ho-chi-minh/no-96|Quán ăn|Quận 3|TP. HCM
Queenny - Milk Tea & Ice Cream - Ngô Đức Kế|(08)66519898, 0931485818|50|https://www.foody.vn/ho-chi-minh/queenny-milk-tea-ice-cream-ngo-duc-ke|Café/Dessert|Quận 1|TP. HCM
Chả Cá Hà Nội Xưa||2|https://www.foody.vn/ho-chi-minh/cha-ca-ha-noi-xua|Quán ăn|Quận Tân Bình|TP. HCM
Shangri La Coffee - Cao Thắng|01212799342(sốđiệnthoạichungcácchinhánh)|27|https://www.foody.vn/ho-chi-minh/shangri-la-coffee-cao-thang|Café/Dessert|Quận 10|TP. HCM
Huyền - Bún Nước & Mì Cay Muối Ớt||56|https://www.foody.vn/ho-chi-minh/huyen-bun-nuoc-hem-49|Quán ăn|Quận Phú Nhuận|TP. HCM
Phở Phú Vương - Lê Văn Sỹ|0902525074, 0903833007, (08)39918295|156|https://www.foody.vn/ho-chi-minh/pho-phu-vuong|Quán ăn|Quận Tân Bình|TP. HCM
The Dome Kaffe|0905350221|16|https://www.foody.vn/ho-chi-minh/the-dome-kaffe|Café/Dessert|Quận Phú Nhuận|TP. HCM
Bún Đậu Mắm Tôm Nhà Tôi - Nguyễn Tri Phương|0909047381, 0909147536, 01229642217|32|https://www.foody.vn/ho-chi-minh/bun-dau-mam-tom-nha-toi|Quán ăn|Quận 10|TP. HCM
Konaya Sushi King - Lê Quang Định|0937641838, 0938968032|13|https://www.foody.vn/ho-chi-minh/konaya-sushi-king|Nhà hàng|Quận Bình Thạnh|TP. HCM
Bánh Bèo Bà Năm Nữ|0967842042|9|https://www.foody.vn/ho-chi-minh/banh-beo-ba-nam-nu|Ăn vặt/vỉa hè|Quận Tân Phú|TP. HCM
Bánh Cuốn Trứng - Vạn Kiếp|(08)35104723|59|https://www.foody.vn/ho-chi-minh/banh-cuon-trung-van-kiep|Quán ăn|Quận Bình Thạnh|TP. HCM
Riro - Trà Sữa Nhà Làm - Cách Mạng Tháng 8|0907946810|2|https://www.foody.vn/ho-chi-minh/riro-tra-sua-nha-lam-cach-mang-thang-8|Ăn vặt/vỉa hè|Quận 10|TP. HCM
Nhà Hàng Ngon - Pasteur|(08)38277131|148|https://www.foody.vn/ho-chi-minh/nha-hang-ngon-pasteur|Nhà hàng|Quận 1|TP. HCM
Kimbap City - Món Ăn Hàn Quốc|(08)62905187, (08)62905186|82|https://www.foody.vn/ho-chi-minh/kimbap-fc-nguyen-phuc-nguyen|Quán ăn|Quận 3|TP. HCM
Pizza Hut - Luỹ Bán Bích|(08)38388388|28|https://www.foody.vn/ho-chi-minh/pizza-hut-luy-ban-bich|Nhà hàng|Quận Tân Phú|TP. HCM
Mamma Mia Caffe|0906891462|0|https://www.foody.vn/ho-chi-minh/mamma-mia-caffe|Café/Dessert|Quận 2|TP. HCM
Chè Mỹ - Nguyễn Thị Thập|(08)37719320|25|https://www.foody.vn/ho-chi-minh/che-my-nguyen-thi-thap|Quán ăn|Quận 7|TP. HCM
Beefsteak Hai Con Bò - Thống Nhất|(08)66570909|75|https://www.foody.vn/ho-chi-minh/hai-con-bo-thong-nhat|Nhà hàng|Quận Thủ Đức|TP. HCM
Cô Lan - Súp Cua Bong Bóng Cá|01655532092|4|https://www.foody.vn/ho-chi-minh/co-lan-sup-cua-bong-bong-ca|Ăn vặt/vỉa hè|Quận 5|TP. HCM
Phúc Long Coffee & Tea House - SC VivoCity|18006779, (08)62969555|164|https://www.foody.vn/ho-chi-minh/phuc-long-coffee-tea-house-sc-vivocity|Café/Dessert|Quận 7|TP. HCM
Bún Đậu Mắm Tôm - Thăng Long||23|https://www.foody.vn/ho-chi-minh/bun-dau-mam-tom-thang-long|Quán ăn|Quận Tân Bình|TP. HCM
The Coffee House - Điện Biên Phủ||87|https://www.foody.vn/ho-chi-minh/the-coffee-house-dien-bien-phu|Café/Dessert|Quận Bình Thạnh|TP. HCM
Cháo Ếch Singapore - Chợ Tân Định||13|https://www.foody.vn/ho-chi-minh/chao-ech-singapore-cho-tan-dinh|Quán ăn|Quận 1|TP. HCM
Bánh Mì Như Lan - 64 Hàm Nghi|(08)38292970|70|https://www.foody.vn/ho-chi-minh/banh-mi-nhu-lan-64-ham-nghi|Tiệm bánh|Quận 1|TP. HCM
Chè Lâm Vinh Mậu - Nguyễn Thái Bình||4|https://www.foody.vn/ho-chi-minh/che-lam-vinh-mau-nguyen-thai-binh|Ăn vặt/vỉa hè|Quận 1|TP. HCM
CoCo5 Món Ngon Đường Phố Bangkok - CN2|0917332345, 0903939555, 1900558815, 0902211625|244|https://www.foody.vn/ho-chi-minh/coco5-mon-ngon-duong-pho-bangkok-cn2|Café/Dessert|Quận 10|TP. HCM
Kem Ký - Hải Thượng Lãn Ông||36|https://www.foody.vn/ho-chi-minh/kem-ky-hai-thuong-lan-ong|Ăn vặt/vỉa hè|Quận 5|TP. HCM
DK’s Wine Bar Restaurant|0938512227|1|https://www.foody.vn/ho-chi-minh/dk-s-wine-bar-restaurant|Nhà hàng|Quận 1|TP. HCM
Crazy Bingsu - Korea Snow Dessert & Smoothies|(08)66511555|211|https://www.foody.vn/ho-chi-minh/crazy-bingsu|Café/Dessert|Quận 1|TP. HCM
Gác Bếp - Bún Chả Cá Miền Trung & Bún Cari Mực Miền Tây|0975150151, 0934815979|12|https://www.foody.vn/ho-chi-minh/gac-bep-bun-cha-ca-mien-trung-bun-cari-muc-mien-tay|Quán ăn|Quận 10|TP. HCM
Mỳ 7 Tô - Nguyễn Duy Dương|(08)38384838|283|https://www.foody.vn/ho-chi-minh/my-7-to-20-nguyen-duy-vuong|Quán ăn|Quận 5|TP. HCM
Sense Organic Coffee|0972251551|2|https://www.foody.vn/ho-chi-minh/sense-organic-coffee|Café/Dessert|Quận 3|TP. HCM
Trà Sữa & Sinh Tố 48 - Đường Số 27|01225953708|1|https://www.foody.vn/ho-chi-minh/tra-sua-sinh-to-48-duong-so-27|Ăn vặt/vỉa hè|Quận Thủ Đức|TP. HCM
Bánh Cá Taiyaki & Gà Non Hong Kong||2|https://www.foody.vn/ho-chi-minh/banh-ca-taiyaki-ga-non-hong-kong|Ăn vặt/vỉa hè|Quận 11|TP. HCM
The Pizza Company - Phan Xích Long|(08)39900690|121|https://www.foody.vn/ho-chi-minh/the-pizza-company-phan-xich-long|Nhà hàng|Quận Phú Nhuận|TP. HCM
Pizza Hut - Lotte Mart Nam Sài Gòn|(08)37752841|117|https://www.foody.vn/ho-chi-minh/pizza-hut-lotte-mart-nam-sai-gon|Nhà hàng|Quận 7|TP. HCM
Trà Sữa Gong Cha - 貢茶 - Nguyễn Sơn|19002042, (08)62673011|73|https://www.foody.vn/ho-chi-minh/tra-sua-gong-cha-nguyen-son|Café/Dessert|Quận Tân Phú|TP. HCM
Oasis Cafe|(08)39911991|21|https://www.foody.vn/ho-chi-minh/oasis-cafe-le-van-sy|Café/Dessert|Quận Phú Nhuận|TP. HCM
PNE Coffee - Cafe Thú Cưng|0973292318|25|https://www.foody.vn/ho-chi-minh/pne-coffee|Café/Dessert|Quận Bình Thạnh|TP. HCM
Hải Sản Vườn Phố||23|https://www.foody.vn/ho-chi-minh/vuon-pho|Nhà hàng|Quận Tân Bình|TP. HCM
SaSin - Mì Cay 7 Cấp Độ Hàn Quốc - D2||118|https://www.foody.vn/ho-chi-minh/sasin-mi-cay-7-cap-do-han-quoc-d2|Quán ăn|Quận Bình Thạnh|TP. HCM
TocoToco Bubble Tea - Đường D2|(08)98012344|31|https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-duong-d2|Café/Dessert|Quận Bình Thạnh|TP. HCM
Monkey In Black Cafe - Sư Vạn Hạnh|(08)66860910|827|https://www.foody.vn/ho-chi-minh/monkey-in-black-su-van-hanh|Café/Dessert|Quận 10|TP. HCM
Gogi House - Nướng Hàn Quốc - Vincom Quang Trung|19006622|49|https://www.foody.vn/ho-chi-minh/gogi-house-nuong-han-quoc-quang-trung|Nhà hàng|Quận Gò Vấp|TP. HCM
Shabu Ya - SC VivoCity|(08)37753029|148|https://www.foody.vn/ho-chi-minh/shabu-ya-buffet-lau-nhat-sc-vivocity|Nhà hàng,|Quận 7|TP. HCM
Ghien.beer - Nướng & Hải Sản|0909990603, 0908097470|5|https://www.foody.vn/ho-chi-minh/ghien-beer-nuong-hai-san|Quán nhậu|Quận 10|TP. HCM
Italiani's Pizza||28|https://www.foody.vn/ho-chi-minh/italiani-s-pizza|Quán ăn|Quận 1|TP. HCM
Gà Lắc|0944727722|20|https://www.foody.vn/ho-chi-minh/ga-lac|Quán ăn|Quận Phú Nhuận|TP. HCM
Cường Đô La - Bánh Canh Cá Lóc|01229933399|12|https://www.foody.vn/ho-chi-minh/quan-cuong-do-la|Quán ăn|Quận Gò Vấp|TP. HCM
Thu Nga - Cháo vịt Thanh Đa|(08)35566028|25|https://www.foody.vn/ho-chi-minh/thu-nga-chao-vit-thanh-da|Quán ăn|Quận Bình Thạnh|TP. HCM
La Belgique Restaurant - Ẩm Thực Pháp|0903848830|11|https://www.foody.vn/ho-chi-minh/la-belgique-restaurant-am-thuc-phap|Nhà hàng|Quận 3|TP. HCM
Mì Ốc Hến Dì Lan - Tôn Thất Thuyết|01223801759|49|https://www.foody.vn/ho-chi-minh/mi-oc-hen-di-lan|Quán ăn|Quận 4|TP. HCM
Ân Ký Mì Gia - Hoàng Diệu||5|https://www.foody.vn/ho-chi-minh/an-ky-mi-gia-hoang-dieu|Quán ăn|Quận Phú Nhuận|TP. HCM
Bún Riêu Đà Lạt Quế|01226691933|28|https://www.foody.vn/ho-chi-minh/bun-rieu-da-lat-que|Quán ăn|Quận 1|TP. HCM
Nu Bistro Coffee Lounge|0906670477|14|https://www.foody.vn/ho-chi-minh/nu-bistro-coffee-lounge|Café/Dessert|Quận 1|TP. HCM
Mầm Xanh - Ẩm Thực Chay|0901414189|7|https://www.foody.vn/ho-chi-minh/mam-xanh-am-thuc-chay|Ăn chay|Quận Bình Thạnh|TP. HCM
Bà Hạt - Hủ Tiếu Nam Vang & Bún Thái|0919223522, 0933223522|20|https://www.foody.vn/ho-chi-minh/hu-tieu-nam-vang-bun-thai-ba-hat|Quán ăn|Quận 10|TP. HCM
Cháo Ếch Việt Sing - Trần Hưng Đạo|0948640845|4|https://www.foody.vn/ho-chi-minh/chao-ech-viet-sing-tran-hung-dao|Quán ăn|Quận 1|TP. HCM
Trà Sữa BoBaPop - Hoàng Diệu||50|https://www.foody.vn/ho-chi-minh/tra-sua-bobapop-hoang-dieu|Café/Dessert|Quận 4|TP. HCM
Cơm Tấm Bãi Rác - Lê Văn Linh||17|https://www.foody.vn/ho-chi-minh/com-tam-bai-rac-le-van-linh|Quán ăn|Quận 4|TP. HCM
4Gs Texas - Steak & Pizza Pasta|(08)38208268|108|https://www.foody.vn/ho-chi-minh/4gs-texas-steak-pizza-pasta|Nhà hàng|Quận 1|TP. HCM
Mì Vịt Phan Thiết Bà Phượng|0902898037|32|https://www.foody.vn/ho-chi-minh/mi-vit-phan-thiet-ba-phuong|Quán ăn|Quận Bình Thạnh|TP. HCM
Coco Bingsu|0983276688|67|https://www.foody.vn/ho-chi-minh/coco-bingsu|Café/Dessert|Quận Tân Bình|TP. HCM
Liên Hương - Chuyên Các Món Chay||1|https://www.foody.vn/ho-chi-minh/lien-huong-chuyen-cac-mon-chay|Ăn chay|Quận 1|TP. HCM
Starbucks Coffee - Phan Xích Long|(08)35176461|235|https://www.foody.vn/ho-chi-minh/starbucks-coffee-phan-xich-long|Café/Dessert|Quận Phú Nhuận|TP. HCM
Súp Cua Chợ Tân Định|19002042, 0909889674|34|https://www.foody.vn/ho-chi-minh/sup-cua-cho-tan-dinh|Ăn vặt/vỉa hè,|Quận 1|TP. HCM
Quán Ăn Nhật Bản Sushi Ko - Vĩnh Khánh|0913869626|105|https://www.foody.vn/ho-chi-minh/quan-an-nhat-ban-sushi-ko-vinh-khanh|Quán ăn|Quận 4|TP. HCM
Bánh Mì Xíu Mại - Chợ Nguyễn Văn Trỗi||2|https://www.foody.vn/ho-chi-minh/banh-mi-xiu-mai-cho-nguyen-van-troi|Ăn vặt/vỉa hè|Quận 3|TP. HCM
Cô Thanh Noodles - Saigon Centre||12|https://www.foody.vn/ho-chi-minh/co-thanh-noodles-saigon-centre|Nhà hàng|Quận 1|TP. HCM
Papa's Chicken - Cách Mạng Tháng 8|(08)38181616|323|https://www.foody.vn/ho-chi-minh/papa-s-chicken-cach-mang-thang-8|Nhà hàng|Quận 3|TP. HCM
Excape Dessert Coffee|01285149581|55|https://www.foody.vn/ho-chi-minh/excape-dessert-coffee|Café/Dessert|Quận 3|TP. HCM
James Coffee & Shop|0937069690|2|https://www.foody.vn/ho-chi-minh/james-coffee-shop|Café/Dessert|Quận 1|TP. HCM
TikTak - Trà Sữa & Trà Đào - Cách Mạng Tháng 8|0949502435|307|https://www.foody.vn/ho-chi-minh/tiktak-tra-sua-tra-dao-cmt8|Café/Dessert|Quận 10|TP. HCM
The Coffee House - Đường 3 Tháng 2||51|https://www.foody.vn/ho-chi-minh/the-coffee-house-duong-3-thang-2|Café/Dessert|Quận 10|TP. HCM
Boo Coffee 2 - Lầu 8 Chung Cư Nguyễn Huệ|0978755665|59|https://www.foody.vn/ho-chi-minh/boo-coffee-2|Café/Dessert|Quận 1|TP. HCM
Kem Ben Bơ|01225955911|2|https://www.foody.vn/ho-chi-minh/kem-ben-bo|Café/Dessert|Quận 4|TP. HCM
Mimosa Cafe - Lạc Long Quân||8|https://www.foody.vn/ho-chi-minh/mimosa-cafe-lac-long-quan|Café/Dessert|Quận 11|TP. HCM
Bún Thịt Nướng Kiều Bảo 3||23|https://www.foody.vn/ho-chi-minh/bun-thit-nuong-kieu-bao-3|Quán ăn|Quận 1|TP. HCM
Bột Chiên, Mì Xào Bò & Bánh Hẹ||1|https://www.foody.vn/ho-chi-minh/bot-chien-mi-xao-bo-banh-he|Ăn vặt/vỉa hè|Quận Tân Phú|TP. HCM
TocoToco Bubble Tea - Nguyễn Tri Phương|1900636936, (08)626986790|81|https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-nguyen-tri-phuong|Café/Dessert|Quận 10|TP. HCM
Hue Delights - TTTM Takashimaya||1|https://www.foody.vn/ho-chi-minh/hue-delights-takashimaya-vietnam|Quán ăn|Quận 1|TP. HCM
Neko Sushi & Okonomiyaki|0908798758, 0908190687|277|https://www.foody.vn/ho-chi-minh/neko-sushi|Quán ăn|Quận 1|TP. HCM
Bánh Xèo 335||11|https://www.foody.vn/ho-chi-minh/banh-xeo-335|Ăn vặt/vỉa hè|Quận 3|TP. HCM
Cô 5 Thuận - Nem Nướng Ninh Hòa|01645917585|3|https://www.foody.vn/ho-chi-minh/co-5-thuan-nem-nuong-ninh-hoa|Ăn vặt/vỉa hè|Quận 7|TP. HCM
Lẩu Bò Hoàng Thu - Hồ Thị Kỷ|0933339746, 0907801516|38|https://www.foody.vn/ho-chi-minh/hoang-thu-lau-bo-ho-thi-ky|Quán ăn|Quận 10|TP. HCM
Slow & Chill Coffee - Nguyễn Huệ|(08)35096363, 0901366112|240|https://www.foody.vn/ho-chi-minh/slow-chill-coffee-nguyen-hue|Café/Dessert|Quận 1|TP. HCM
Trà Sữa Tiên Hưởng - Nguyễn Đình Chiểu|0901873614|32|https://www.foody.vn/ho-chi-minh/tra-sua-tien-huong-nguyen-dinh-chieu|Café/Dessert|Quận 3|TP. HCM
Cơm Tấm Phúc Lộc Thọ - Đỗ Xuân Hợp|0938851161|2|https://www.foody.vn/ho-chi-minh/com-tam-phuc-loc-tho-do-xuan-hop|Quán ăn|Quận 9|TP. HCM
Little Chair Coffee - Huỳnh Văn Bánh|0902686705|51|https://www.foody.vn/ho-chi-minh/little-chair-coffee-huynh-van-banh|Café/Dessert|Quận Phú Nhuận|TP. HCM
King BBQ Buffet Song Hành||8|https://www.foody.vn/ho-chi-minh/king-bbq-buffet-song-hanh|Nhà hàng|Quận 2|TP. HCM
Starbucks Coffee - Phạm Hồng Thái|(08)38237952|481|https://www.foody.vn/ho-chi-minh/starbucks-pham-hong-thai|Café/Dessert|Quận 1|TP. HCM
Cao Lầu||2|https://www.foody.vn/ho-chi-minh/cao-lau|Quán ăn|Quận Tân Phú|TP. HCM
Trà Sữa Hoa Giấy|01295748021|2|https://www.foody.vn/ho-chi-minh/tra-sua-hoa-giay|Café/Dessert|Quận Tân Bình|TP. HCM
Phúc Long Coffee & Tea House - Trần Hưng Đạo||52|https://www.foody.vn/ho-chi-minh/phuc-long-cafe-takeaway-tran-hung-dao|Café/Dessert|Quận 5|TP. HCM
Bánh Bột Lọc Gói Lá Bảo Ngọc|0932128581, 0903524436|11|https://www.foody.vn/ho-chi-minh/banh-bot-loc-goi-la-bao-ngoc|Ăn vặt/vỉa hè|Quận 2|TP. HCM
Urban Station Coffee Takeway - Hoà Bình|(08)66832822|47|https://www.foody.vn/ho-chi-minh/urban-station-coffee-takeway-hoa-binh|Café/Dessert|Quận Tân Phú|TP. HCM
HCafe Production|(08)39325434, 0909550983|10|https://www.foody.vn/ho-chi-minh/hcafe-production|Café/Dessert|Quận 3|TP. HCM
Uncle Tea - Trà Đài Loan - Nguyễn Trãi|(08)66541584, (08)66541584|190|https://www.foody.vn/ho-chi-minh/uncle-tea-tra-dai-loan|Café/Dessert|Quận 5|TP. HCM
Tiến Hải Quán - Bún Đậu Mắm Tôm|0963853858|18|https://www.foody.vn/ho-chi-minh/tien-hai-quan-bun-dau-mam-tom|Quán ăn|Quận 10|TP. HCM
Mì Ý Double B|0903067494(MsVân), 0932636474(Mr.An)|510|https://www.foody.vn/ho-chi-minh/mi-y-double-b|Quán ăn|Quận 1|TP. HCM
Trà Sữa BiBimBin|0904822844|3|https://www.foody.vn/ho-chi-minh/tra-sua-bibimbin|Café/Dessert|Quận 1|TP. HCM
