Name|Phone|Review Count|Foody Link|Category|District|City
Ốc Tre Một - Ốc & Hải Sản||71|https://www.foody.vn/ho-chi-minh/oc-tre-mot-oc-hai-san|Quán ăn|Quận 10|TP. HCM
Uraetei BBQ - Phổ Đình - Trần Quốc Thảo|(08)66608578, 0902868381|33|https://www.foody.vn/ho-chi-minh/uraetei-bbq-pho-dinh-tran-quoc-thao|Nhà hàng|Quận 3|TP. HCM
Quán Chay Nguyệt Tâm|0968669669|2|https://www.foody.vn/ho-chi-minh/quan-chay-nguyet-tam|Ăn chay|Quận 5|TP. HCM
Bún Đậu Mắm Tôm A Chảnh - Hoàng Văn Thụ|0903319825|15|https://www.foody.vn/ho-chi-minh/bun-dau-mam-tom-a-chanh-hoang-van-thu|Quán ăn|Quận Tân Bình|TP. HCM
Phá Lấu Ngọc Thắm|01218848779|32|https://www.foody.vn/ho-chi-minh/pha-lau-ngoc-tham|Quán ăn|Quận 3|TP. HCM
Bún Đậu Hà Thành|0903130168, 0912258989|2|https://www.foody.vn/ho-chi-minh/bun-dau-ha-thanh|Quán ăn|Quận 1|TP. HCM
Gà Nướng Ò Ó O - Lê Văn Sỹ|1900636009|542|https://www.foody.vn/ho-chi-minh/ga-nuong-o-o-o-le-van-sy|Quán ăn|Quận 3|TP. HCM
Yaourt Phô Mai - Điện Biên Phủ - Shop Online|0909956757, 0969103231|1|https://www.foody.vn/ho-chi-minh/yaourt-pho-mai-dien-bien-phu-shop-online|Shop Online|Quận Bình Thạnh|TP. HCM
Rạn Biển 6 - Pasteur|(08)38250666|12|https://www.foody.vn/ho-chi-minh/ran-bien-6-nha-hang-hai-san|Nhà hàng|Quận 3|TP. HCM
Tàu Hủ Xe Lam - Phùng Văn Cung||214|https://www.foody.vn/ho-chi-minh/tau-hu-xe-lam|Ăn vặt/vỉa hè|Quận Phú Nhuận|TP. HCM
Quán Tre - Lẩu Tôm Càng||33|https://www.foody.vn/ho-chi-minh/quan-tre-lau-tom-cang|Quán ăn|Quận Bình Thạnh|TP. HCM
Gohan Cafe By Kacyo - Nhà Hàng Nhật Bản||2|https://www.foody.vn/ho-chi-minh/gohan-cafe-by-kacyo-nha-hang-nhat-ban|Nhà hàng|Quận 1|TP. HCM
Lan Ốc - Rạch Bùng Binh|0908697277, 0905285235|19|https://www.foody.vn/ho-chi-minh/lan-oc-rach-bung-binh|Ăn vặt/vỉa hè|Quận 3|TP. HCM
Kichi Kichi Lẩu Băng Chuyền - Phan Xích Long||169|https://www.foody.vn/ho-chi-minh/kichi-kichi-lau-bang-chuyen-phan-xich-long|Nhà hàng|Quận Phú Nhuận|TP. HCM
Tiến Phát - Điểm Tâm Hồng Kông|(08)38536217|137|https://www.foody.vn/ho-chi-minh/tien-phat-diem-tam-hong-kong|Quán ăn|Quận 5|TP. HCM
Bún Đậu Mắm Tôm Tú Uyên||41|https://www.foody.vn/ho-chi-minh/bun-dau-mam-tom-tu-uyen|Quán ăn,|Quận 10|TP. HCM
Hotpot Story - Cao Thắng|(08)39291379|101|https://www.foody.vn/ho-chi-minh/hotpot-story-cao-thang|Nhà hàng|Quận 3|TP. HCM
Lotteria - Lotte Mart Nam Sài Gòn||47|https://www.foody.vn/ho-chi-minh/lotteria-lotte-mart-nam-sai-gon|Nhà hàng|Quận 7|TP. HCM
X - Cute - Cafe & Trà Sữa||1|https://www.foody.vn/ho-chi-minh/x-cute-cafe-tra-sua|Café/Dessert|Quận 7|TP. HCM
The Sushi Bar - Thiên Quế - Lê Thánh Tôn|(08)38238042, (08)38244491|345|https://www.foody.vn/ho-chi-minh/sushibar-le-thanh-ton|Nhà hàng|Quận 1|TP. HCM
Poki Poki - Korean Restaurant - Hồ Tùng Mậu||102|https://www.foody.vn/ho-chi-minh/poki-grill-restaurant|Nhà hàng|Quận 1|TP. HCM
Bánh Trứng Gà Non Hong Kong|0906888136|14|https://www.foody.vn/ho-chi-minh/banh-trung-ga-non-hong-kong|Ăn vặt/vỉa hè|Quận 5|TP. HCM
East West Brewing Co|0913060728|15|https://www.foody.vn/ho-chi-minh/east-west-brewing-co|Nhà hàng|Quận 1|TP. HCM
Quán Bún 3 Miền Cô Hai|(08)22403568|5|https://www.foody.vn/ho-chi-minh/quan-bun-3-mien-co-hai|Quán ăn|Quận Thủ Đức|TP. HCM
Nhà Hàng Món Huế - Park View|18001111|68|https://www.foody.vn/ho-chi-minh/mon-hue-park-view|Nhà hàng|Quận 7|TP. HCM
Juice Ơi - Nước Ép Dinh Dưỡng|0902921282|18|https://www.foody.vn/ho-chi-minh/juice-oi-nuoc-ep-dinh-duong|Café/Dessert|Quận 3|TP. HCM
Bún & Cháo Vịt - Tự Cường||3|https://www.foody.vn/ho-chi-minh/bun-chao-vit-tu-cuong|Quán ăn|Quận Tân Bình|TP. HCM
Papa - Cafe & Hát Với Nhau||1|https://www.foody.vn/ho-chi-minh/papa-cafe-hat-voi-nhau|Café/Dessert,|Quận 3|TP. HCM
Bánh Ướt & Bún Mọc 43||1|https://www.foody.vn/ho-chi-minh/banh-uot-bun-moc|Quán ăn|Quận 3|TP. HCM
Quán 223 - Bánh Flan Thập Cẩm|(08)39237255, 0972988176|367|https://www.foody.vn/ho-chi-minh/quan-223-banh-flan-thap-cam|Ăn vặt/vỉa hè|Quận 5|TP. HCM
Gõ Thái Noodles - Mì Thái - Nguyễn Trãi|0902499057|92|https://www.foody.vn/ho-chi-minh/go-thai-noodles|Quán ăn|Quận 1|TP. HCM
X Coffee|(08)68229239|4|https://www.foody.vn/ho-chi-minh/x-coffee-tan-son|Café/Dessert|Quận Gò Vấp|TP. HCM
Bánh Canh Cua Út Lệ - Tô Hiến Thành|0918920290|206|https://www.foody.vn/ho-chi-minh/banh-canh-cua-to-hien-thanh|Quán ăn|Quận 10|TP. HCM
Quán 18M - Món Ngon Hà Nội|0983028280, 0916638448|94|https://www.foody.vn/ho-chi-minh/quan-18m-mon-ngon-ha-noi|Quán ăn|Quận Bình Thạnh|TP. HCM
Si Cafe|(08)39748941|1|https://www.foody.vn/ho-chi-minh/si-cafe|Café/Dessert|Quận Tân Bình|TP. HCM
Shabu X - Lẩu Nhanh Giá Mềm - Lê Văn Sỹ|(08)62906682|46|https://www.foody.vn/ho-chi-minh/shabu-x-lau-nhanh-gia-mem-le-van-sy|Nhà hàng|Quận 3|TP. HCM
Starbucks Coffee - TTTM RomeA|(08)39301092|5|https://www.foody.vn/ho-chi-minh/starbucks-coffee-tttm-romea|Café/Dessert|Quận 3|TP. HCM
Trà Bí Đao Chia Chia - Ông Ích Khiêm||1|https://www.foody.vn/ho-chi-minh/tra-bi-dao-chia-chia-ong-ich-khiem|Café/Dessert|Quận 11|TP. HCM
Phượng - Hủ Tiếu Nam Vang|0902575515|8|https://www.foody.vn/ho-chi-minh/phuong-hu-tieu-nam-vang|Quán ăn|Quận 5|TP. HCM
Hậu Tây - Bún Cá Châu Đốc|0941014079|2|https://www.foody.vn/ho-chi-minh/hau-tay-bun-ca-chau-doc|Quán ăn|Quận 7|TP. HCM
Quán Gà Cơ Bắp - Chuyên Các Món Gà|0937117192, 0915207992|290|https://www.foody.vn/ho-chi-minh/quan-ga-co-bap-chuyen-cac-mon-ga|Quán ăn|Quận 3|TP. HCM
Bánh Mì Chảo Ốp La Sườn & Nui Sườn - Đường Số 3A||5|https://www.foody.vn/ho-chi-minh/banh-mi-chao-op-la-suon-nui-suon-duong-so-3a|Ăn vặt/vỉa hè|Quận 11|TP. HCM
Chicken Oppa - Gà Chiên Đại Ca - Trần Hưng Đạo|(08)36201535|76|https://www.foody.vn/ho-chi-minh/chicken-oppa-ga-chien-dai-loan|Quán ăn|Quận 1|TP. HCM
Bánh Cuốn Nhớ - Lê Văn Sỹ|01683052525, (08)66575947|35|https://www.foody.vn/ho-chi-minh/banh-cuon-nho-le-van-sy|Quán ăn|Quận 3|TP. HCM
Hủ Tiếu Nam Vang Củ Chi||2|https://www.foody.vn/ho-chi-minh/hu-tieu-nam-vang-cu-chi|Quán ăn|Củ Chi|TP. HCM
Bánh Kếp Thái - Đường D2||1|https://www.foody.vn/ho-chi-minh/banh-kep-thai-duong-d2|Ăn vặt/vỉa hè|Quận Bình Thạnh|TP. HCM
Amasvin Bubble Tea|(08)22405060|192|https://www.foody.vn/ho-chi-minh/amasvin-bubble-tea|Café/Dessert|Quận 1|TP. HCM
Hanuri - Quán Ăn Hàn Quốc - Điện Biên Phủ|(08)38800060|80|https://www.foody.vn/ho-chi-minh/hanuri-quan-an-han-quoc-dien-bien-phu|Quán ăn|Quận 3|TP. HCM
Nhà Hàng Phố 32|0977911119|1|https://www.foody.vn/ho-chi-minh/nha-hang-pho-32|Nhà hàng|Quận 3|TP. HCM
Phúc Long Coffee & Tea House - Nguyễn Thị Minh Khai||27|https://www.foody.vn/ho-chi-minh/phuc-long-coffee-tea-house-nguyen-thi-minh-khai|Café/Dessert|Quận 1|TP. HCM
Cyclo Coffee & Ice Cream|0937316033|1|https://www.foody.vn/ho-chi-minh/cyclo-coffee-ice-cream-cach-mang-thang-8|Café/Dessert|Quận 1|TP. HCM
Fuji Japanese Restaurant 富士 - Nikko Saigon Hotel|(08)38308123|35|https://www.foody.vn/ho-chi-minh/fuji-teppanyaki-sushi|Sang trọng,|Quận 1|TP. HCM
Yelo Tea|(08)35127316|53|https://www.foody.vn/ho-chi-minh/yelo-tea|Café/Dessert|Quận Bình Thạnh|TP. HCM
T' Coffee - Tô Hiệu|0964627117|5|https://www.foody.vn/ho-chi-minh/t-coffee-to-hieu|Café/Dessert|Quận Tân Phú|TP. HCM
Juice Time - Trà Đào & Trà Sữa Macchiato|0903744718|236|https://www.foody.vn/ho-chi-minh/juice-time-tra-dao-tra-sua-macchiato|Ăn vặt/vỉa hè|Quận 5|TP. HCM
Phở Hai Thiền - Bùi Viện|(08)62711201, (08)38361337|139|https://www.foody.vn/ho-chi-minh/pho-hai-thien|Quán ăn|Quận 1|TP. HCM
Ding Tea - Thành Thái|(08)38682969|74|https://www.foody.vn/ho-chi-minh/ding-tea-thanh-thai|Café/Dessert|Quận 10|TP. HCM
Phan Rang Quán - Đặc Sản Miền Trung||7|https://www.foody.vn/ho-chi-minh/phan-rang-quan-dac-san-mien-trung|Quán ăn|Quận 10|TP. HCM
Hanuri - Quán Ăn Hàn Quốc - Xô Viết Nghệ Tĩnh|19002042|423|https://www.foody.vn/ho-chi-minh/hanuri-quan-an-han-quoc-xo-viet-nghe-tinh|Quán ăn|Quận Bình Thạnh|TP. HCM
Sunrise Coffee - Trần Quốc Thảo|0946659999|3|https://www.foody.vn/ho-chi-minh/sunrise-coffee-tran-quoc-thao|Café/Dessert|Quận 3|TP. HCM
Trà Sữa Bobapop - Quang Trung|(08)62890776|77|https://www.foody.vn/ho-chi-minh/tra-sua-bobapop-quang-trung|Café/Dessert|Quận Gò Vấp|TP. HCM
Day Day Drink - Trà Sữa Đài Loan|0931808978|5|https://www.foody.vn/ho-chi-minh/day-day-drink|Café/Dessert|Quận 3|TP. HCM
Urban Tea House|0918486116|22|https://www.foody.vn/ho-chi-minh/urban-tea-house|Café/Dessert|Quận 10|TP. HCM
Beefsteak Lục Nguyên - Trần Hưng Đạo|(08)62610491|32|https://www.foody.vn/ho-chi-minh/beefsteak-luc-nguyen-tran-hung-dao|Quán ăn|Quận 5|TP. HCM
Hủ Tiếu Mì Thập Cẩm - Mì Cật|(08)38272108|64|https://www.foody.vn/ho-chi-minh/mi-cat-truong-dinh|Quán ăn|Quận 1|TP. HCM
Tư Thủy - Mì Hến - Tôn Thất Thuyết|0906502269|99|https://www.foody.vn/ho-chi-minh/tu-thuy-mi-hen|Ăn vặt/vỉa hè|Quận 4|TP. HCM
Gà Rán Popeyes - Đường D2||99|https://www.foody.vn/ho-chi-minh/ga-ran-popeyes-duong-d2|Nhà hàng|Quận Bình Thạnh|TP. HCM
Chè Nhà Đèn - Chè Người Hoa Khu Đèn Năm Ngọn||53|https://www.foody.vn/ho-chi-minh/che-nha-den-che-nguoi-hoa-khu-den-nam-ngon|Quán ăn|Quận 5|TP. HCM
Kichi Kichi Lẩu Băng Chuyền - Saigon Centre|(08)38218938|23|https://www.foody.vn/ho-chi-minh/kichi-kichi-lau-bang-chuyen-saigon-centre|Nhà hàng|Quận 1|TP. HCM
Phở 99 - Nguyễn Trãi|(08)71066682|31|https://www.foody.vn/ho-chi-minh/nha-hang-pho-99|Nhà hàng|Quận 1|TP. HCM
Seol Hwa - Bingsu Sữa Bào Tuyết Hoa - Phan Xích Long|(08)35176288|57|https://www.foody.vn/ho-chi-minh/seol-hwa-bingsu-sua-bao-tuyet-hoa-phan-xich-long|Café/Dessert|Quận Phú Nhuận|TP. HCM
Bánh Flan Quen Mà Lạ||58|https://www.foody.vn/ho-chi-minh/banh-flan-quen-ma-la|Ăn vặt/vỉa hè|Quận 6|TP. HCM
Green Coffee - Bean & Leaf|0901026126|6|https://www.foody.vn/ho-chi-minh/green-coffee-bean-leaf|Café/Dessert|Quận 1|TP. HCM
Hi Salad Restaurant|(08)38218117|13|https://www.foody.vn/ho-chi-minh/hi-salad-restaurant|Nhà hàng|Quận 1|TP. HCM
Lẩu Băng Chuyền Osaka1 - Nguyễn Hồng Đào||21|https://www.foody.vn/ho-chi-minh/lau-bang-chuyen-osaka1-nguyen-hong-dao|Nhà hàng|Quận Tân Bình|TP. HCM
MNS ICE SNOW - Đá Bào Mật Trái Cây Rừng - Quang Trung||41|https://www.foody.vn/ho-chi-minh/da-bao-mat-trai-cay-quang-trung|Ăn vặt/vỉa hè|Quận Gò Vấp|TP. HCM
Tôn Cafe - Acoustic||76|https://www.foody.vn/ho-chi-minh/ton-cafe|Nhà hàng,|Quận 10|TP. HCM
Bánh Khoai Mỡ - Trần Văn Mười|0969036610|2|https://www.foody.vn/ho-chi-minh/banh-khoai-mo|Ăn vặt/vỉa hè|Hóc Môn|TP. HCM
Ốc Cẩm - Tân Mỹ|0905895687|27|https://www.foody.vn/ho-chi-minh/oc-cam-tan-my|Ăn vặt/vỉa hè|Quận 7|TP. HCM
Bánh Mì Chảo & Món Ngon Hoa Việt - Quán Cô 3 Hậu|0937835808|86|https://www.foody.vn/ho-chi-minh/banh-mi-chao-mon-ngon-hoa-viet-quan-co-3-hau|Quán ăn|Quận Gò Vấp|TP. HCM
Bún Đậu Hẻm|0906697117|6|https://www.foody.vn/ho-chi-minh/bun-dau-hem|Quán ăn|Quận Tân Bình|TP. HCM
Bún Chả Cá Quy Nhơn|0975306040|4|https://www.foody.vn/ho-chi-minh/bun-cha-ca-quy-nhon-doan-van-bo|Quán ăn|Quận 4|TP. HCM
Tano Sushi - Phan Xích Long|(08)35176574|216|https://www.foody.vn/ho-chi-minh/tano-sushi-3-phan-xich-long|Nhà hàng|Quận Phú Nhuận|TP. HCM
Trà Sữa Bobapop - Cao Thắng|(08)62933510|203|https://www.foody.vn/ho-chi-minh/tra-sua-bobapop-cao-thang|Café/Dessert|Quận 10|TP. HCM
The Little Love - Ẩm Thực Hàn Thái Nhật|0909411539|15|https://www.foody.vn/ho-chi-minh/the-little-love-am-thuc-han-thai-nhat|Nhà hàng|Hóc Môn|TP. HCM
Bún Riêu & Canh Bún - Đông Du||4|https://www.foody.vn/ho-chi-minh/bun-rieu-canh-bun-dong-du|Quán ăn|Quận 1|TP. HCM
Uraetei BBQ - Phổ Đình - AEON Mall|(08)66816376, 0968266644|83|https://www.foody.vn/ho-chi-minh/uraetei-pho-dinh-aeon-mall|Nhà hàng|Quận Tân Phú|TP. HCM
Trà Sữa Rakkhun|0908216176|2|https://www.foody.vn/ho-chi-minh/tra-sua-rakkhun|Ăn vặt/vỉa hè|Quận 3|TP. HCM
Marukame Udon - Udon & Tempura - Lý Tự Trọng|0862702999|586|https://www.foody.vn/ho-chi-minh/marukame-udon-udon-tempura|Nhà hàng|Quận 1|TP. HCM
Loft Cafe - Lý Tự Trọng|0901840901, (08)66825082|182|https://www.foody.vn/ho-chi-minh/loft-cafe|Café/Dessert|Quận 1|TP. HCM
Trà Sữa Cuộc Sống Dễ Dàng - Nguyễn Thị Minh Khai|(08)36017215|83|https://www.foody.vn/ho-chi-minh/tra-sua-cuoc-song-de-dang-nguyen-thi-minh-khai|Café/Dessert|Quận 1|TP. HCM
Hoa Sơn Tửu Lầu - Nguyễn Thị Nhỏ|(08)62652388, 0934137037|31|https://www.foody.vn/ho-chi-minh/hoa-son-tuu-lau-nguyen-thi-nho|Quán nhậu|Quận 11|TP. HCM
Bánh Sữa Pate Chiên Trứng||30|https://www.foody.vn/ho-chi-minh/banh-sua-pate-chien-trung|Ăn vặt/vỉa hè|Quận 6|TP. HCM
Lẩu Dê Minh Tuấn 2||1|https://www.foody.vn/ho-chi-minh/lau-de-minh-tuan-2|Quán nhậu|Quận Tân Phú|TP. HCM
Thầy Y - Bún Bò & Bánh Canh|(08)66522288‎|20|https://www.foody.vn/ho-chi-minh/thay-y-bun-bo-banh-canh|Quán ăn|Quận 3|TP. HCM
Papaxốt - Đường D2||56|https://www.foody.vn/ho-chi-minh/papaxot-duong-d2|Nhà hàng|Quận Bình Thạnh|TP. HCM
Cơm Quê Mười Khó|0901202727|16|https://www.foody.vn/ho-chi-minh/com-que-muoi-kho|Quán ăn|Quận 3|TP. HCM
Cake Craft Bakery|(028).66800705, 0962159860|0|https://www.foody.vn/ho-chi-minh/cake-craft-bakery|Tiệm bánh|Quận 7|TP. HCM
Sushi 79||21|https://www.foody.vn/ho-chi-minh/sushi-79-chung-cu-nguyen-hue|Quán ăn|Quận 1|TP. HCM
Nhà Hàng Vườn Quê - Trần Quốc Toản|(08)38202642, 01236666070|13|https://www.foody.vn/ho-chi-minh/nha-hang-vuon-que-chi-nhanh-2|Nhà hàng|Quận 3|TP. HCM
My Life Cafe - Lê Duẩn|(08)38256756|19|https://www.foody.vn/ho-chi-minh/my-life-cafe-le-duan|Café/Dessert|Quận 1|TP. HCM
Cộng Caphe - Vincom Đồng Khởi||14|https://www.foody.vn/ho-chi-minh/cong-caphe-vincom-dong-khoi|Café/Dessert|Quận 1|TP. HCM
Bún Đậu Thị Hến|01208928299|1|https://www.foody.vn/ho-chi-minh/bun-dau-thi-hen|Quán ăn|Quận Bình Tân|TP. HCM
Bún Bò Huế Trường Tiền|(08)35141912, 0923777979|8|https://www.foody.vn/ho-chi-minh/bun-bo-hue-truong-tien|Quán ăn|Quận Bình Thạnh|TP. HCM
Sukiya - Cơm Bò Hầm & Mì Ramen - Pasteur|01203059743|4|https://www.foody.vn/ho-chi-minh/sukiya-com-bo-ham-mi-ramen-pasteur|Nhà hàng|Quận 3|TP. HCM
Say Cheese - Tiệm Bánh Online|0942373878, 0909140908|21|https://www.foody.vn/ho-chi-minh/say-cheese-tiem-banh-online|Shop Online|Quận Tân Bình|TP. HCM
Bò Né 3 Ngon||2|https://www.foody.vn/ho-chi-minh/bo-ne-3-ngon-le-duc-tho|Quán ăn|Quận Gò Vấp|TP. HCM
99 Juice - Nước Ép Trái Cây||1|https://www.foody.vn/ho-chi-minh/99-juice-nuoc-ep-trai-cay|Khu Ẩm Thực|Quận 5|TP. HCM
Gogi House - Quán Nướng Hàn Quốc - Saigon Superbowl|(08)38485180|158|https://www.foody.vn/ho-chi-minh/gogi-house-quan-nuong-han-quoc-saigon-superbowl|Nhà hàng|Quận Tân Bình|TP. HCM
Chợ An - Tòa Nhà RuNam||17|https://www.foody.vn/ho-chi-minh/cho-an-toa-nha-runam|Quán ăn,|Quận 1|TP. HCM
Khanh Casa Tea House - Đồng Khởi||187|https://www.foody.vn/ho-chi-minh/khanh-casa-tea-house|Café/Dessert|Quận 1|TP. HCM
Ngọc Châu Garden - Home Cooked Vietnamese Restaurant|19002042, (08)66873838|13|https://www.foody.vn/ho-chi-minh/ngoc-chau-garden-restaurant|Nhà hàng|Quận 1|TP. HCM
Pizza 4P’s - Pizza Kiểu Nhật - Lê Thánh Tôn||874|https://www.foody.vn/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-le-thanh-ton|Nhà hàng|Quận 1|TP. HCM
Lẩu Mắm 140|(08)38444484|11|https://www.foody.vn/ho-chi-minh/lau-mam-140|Quán ăn|Quận Phú Nhuận|TP. HCM
Mì Lạnh Yoo Chun|(08)54124702|22|https://www.foody.vn/ho-chi-minh/mi-lanh-yoochun|Quán ăn|Quận 7|TP. HCM
Highlands Coffee - Pearl Plaza|(08)35106688|39|https://www.foody.vn/ho-chi-minh/highlands-coffee-pearl-plaza|Café/Dessert|Quận Bình Thạnh|TP. HCM
Rico Taco - Mexican Restaurant|(08)39300233|92|https://www.foody.vn/ho-chi-minh/rico-taco-mexican-restaurant|Nhà hàng|Quận 3|TP. HCM
Mai Trúc - Trái Cây Tô & Phá Lấu||208|https://www.foody.vn/ho-chi-minh/trai-cay-to-to-hien-thanh|Ăn vặt/vỉa hè|Quận 10|TP. HCM
Sumo BBQ - Phan Xích Long - Buffet Nướng & Lẩu|(08)35174440|186|https://www.foody.vn/ho-chi-minh/sumo-bbq-phan-xich-long|Nhà hàng,|Quận Phú Nhuận|TP. HCM
Trà Sữa Bobapop - Làng Đại Học|0986625101|8|https://www.foody.vn/ho-chi-minh/tra-sua-bobapop-lang-dai-hoc|Café/Dessert|Quận Thủ Đức|TP. HCM
Marukame Udon - Udon & Tempura - AEON Mall Bình Tân||31|https://www.foody.vn/ho-chi-minh/marukame-udon-udon-tempura-aeon-mall-binh-tan|Nhà hàng|Quận Bình Tân|TP. HCM
Bún Đậu Tre|0932008032|16|https://www.foody.vn/ho-chi-minh/bun-dau-tre|Quán ăn|Quận Tân Bình|TP. HCM
Lẩu Bò Hồ Bá Kiện|0913656824|58|https://www.foody.vn/ho-chi-minh/lau-bo-ho-ba-kien|Quán ăn|Quận 10|TP. HCM
The Coffee House - Hồng Hà||19|https://www.foody.vn/ho-chi-minh/the-coffee-house-hong-ha|Café/Dessert|Quận Tân Bình|TP. HCM
Lẩu Cá 44 - Đường A2||9|https://www.foody.vn/ho-chi-minh/lau-ca-44-lang-dai-hoc-thu-duc|Quán ăn|Quận Thủ Đức|TP. HCM
BBQ Song Wol - Ẩm Thực Hàn Quốc||6|https://www.foody.vn/ho-chi-minh/nha-hang-han-quoc-bbq-song-wol|Nhà hàng|Quận 7|TP. HCM
Bếp Bắc - Các Món Ăn Gia Đình Truyền Thống|0937728354|2|https://www.foody.vn/ho-chi-minh/nha-hang-bep-bac-nam-ky-khoi-nghia|Nhà hàng|Quận 1|TP. HCM
Meat & Meet Korean BBQ Container|(08)66503355|82|https://www.foody.vn/ho-chi-minh/meat-meet-bbq-container|Nhà hàng|Quận 1|TP. HCM
Don Chicken - Chicken & Pub - Hồ Tùng Mậu|(08)73012468, 0935627402, 0964058295, (08)66819641(ưutiêngọi)|399|https://www.foody.vn/ho-chi-minh/don-chicken-chicken-pub|Nhà hàng|Quận 1|TP. HCM
ViEn Cafe||2|https://www.foody.vn/ho-chi-minh/vien-cafe|Café/Dessert|Quận 5|TP. HCM
Sumo BBQ - SC VivoCity - Buffet Nướng & Lẩu|19006622, 0932010936, (08)37753462|84|https://www.foody.vn/ho-chi-minh/sumo-bbq-buffet-nuong-lau-sc-vivocity|Buffet|Quận 7|TP. HCM
Baby Spoon - Phan Chu Trinh|(08)38223356|177|https://www.foody.vn/ho-chi-minh/baby-spoon|Nhà hàng|Quận 1|TP. HCM
Quán Khói - Xiên Que Lẩu Nhúng & Món Nướng|0909992773|104|https://www.foody.vn/ho-chi-minh/quan-khoi-xien-que-lau-nhung-mon-nuong|Quán ăn|Quận 4|TP. HCM
Coco Thai - Kem Xôi Dừa|0934223074|9|https://www.foody.vn/ho-chi-minh/coco-thai-kem-xoi-dua|Café/Dessert|Quận 5|TP. HCM
The Lady Grey - Coffee & Tea Room|0898698348|30|https://www.foody.vn/ho-chi-minh/the-lady-grey-coffee-tea-room|Café/Dessert|Quận 1|TP. HCM
Phở Ngũ Vị - Bò Kho Nước Thốt Nốt - Trần Văn Hoàng|0909117107, 0908167966|71|https://www.foody.vn/ho-chi-minh/pho-ngu-vi-bo-kho-nuoc-thot-not|Quán ăn|Quận Tân Bình|TP. HCM
Cô Ba - Bánh Bột Lọc & Bánh Nậm||2|https://www.foody.vn/ho-chi-minh/co-ba-banh-bot-loc-banh-nam|Ăn vặt/vỉa hè|Quận Bình Thạnh|TP. HCM
Nhi Nhi Quán - Đặc Sản Phan Rang|01653789757|192|https://www.foody.vn/ho-chi-minh/nhi-nhi-quan-dac-san-phan-rang|Ăn vặt/vỉa hè|Quận Gò Vấp|TP. HCM
The Coffee House - Hoàng Hoa Thám||28|https://www.foody.vn/ho-chi-minh/the-coffee-house-hoang-hoa-tham|Café/Dessert|Quận Tân Bình|TP. HCM
Bánh Khọt Thùy Lê||2|https://www.foody.vn/ho-chi-minh/banh-khot-thuy-le|Ăn vặt/vỉa hè|Quận 10|TP. HCM
Chay Phù Trúc - Coffee & Vegetarian|0868614245|12|https://www.foody.vn/ho-chi-minh/nha-hang-chay-phu-truc-coffee-vegetarian|Ăn chay|Quận 10|TP. HCM
Phoenix Beer Club|(08)36220079|6|https://www.foody.vn/ho-chi-minh/phoenix-beer-club|Beer club|Quận Bình Tân|TP. HCM
Trà Sữa Bòn Bon - Dương Đình Nghệ|0932160580|21|https://www.foody.vn/ho-chi-minh/tra-sua-bon-bon-1-duong-dinh-nghe|Ăn vặt/vỉa hè|Quận 11|TP. HCM
Feel Coffee & Tea Express - Đại Học Nông Lâm|0974020790|7|https://www.foody.vn/ho-chi-minh/feel-coffee-tea-express-dai-hoc-nong-lam|Café/Dessert|Quận Thủ Đức|TP. HCM
SaSin - Mì Cay 7 Cấp Độ Hàn Quốc - Làng Đại Học|0902002889|5|https://www.foody.vn/ho-chi-minh/sasin-mi-cay-7-cap-do-han-quoc-lang-dai-hoc|Quán ăn|Quận Thủ Đức|TP. HCM
Starbucks Coffee - Kumho Asiana|(08)38234990|78|https://www.foody.vn/ho-chi-minh/starbucks-coffee-kumho-asiana|Café/Dessert|Quận 1|TP. HCM
Beefsteak Củ Hành Tây - Sư Vạn Hạnh||179|https://www.foody.vn/ho-chi-minh/beefsteak-cu-hanh-tay-su-van-hanh|Quán ăn|Quận 10|TP. HCM
Minh Anh - Quán Mì Cay|0908357918|5|https://www.foody.vn/ho-chi-minh/minh-anh-quan-mi-cay|Quán ăn|Quận Gò Vấp|TP. HCM